DOB,Height,Reach,SApM,SLpM,STANCE,Str. Acc.,Str. Def,Sub. Avg.,TD Acc.,TD Avg.,TD Def.,Weight,fighter_id,name,record
"May 30, 1982","5' 6""","64""",2.76,2.78,Orthodox,37%,65%,1.0,28%,0.56,38%,145 lbs.,5755960ebd0b16f6,Ivan Menjivar,25-12-0
--,"6' 0""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,199 lbs.,577ec7e108b94be3,Rainy Martinez,0-2-0
"Dec 04, 1990","5' 4""",--,2.15,2.71,Orthodox,46%,51%,0.0,60%,1.94,68%,125 lbs.,57887765f831e228,Roldan Sangcha'an,4-2-0
"Mar 26, 1988","5' 9""","68""",6.64,5.19,Orthodox,39%,56%,0.2,50%,0.15,77%,135 lbs.,578ef12674df1e6a,Irene Aldana,15-8-0
"Sep 24, 1980","6' 1""","74""",2.65,3.28,Orthodox,42%,59%,0.3,12%,0.12,60%,205 lbs.,579fcdfcabd23a7b,Brian Stann,12-6-0
"Apr 19, 1983","5' 4""","64""",2.24,1.94,Southpaw,43%,62%,0.3,30%,3.71,56%,125 lbs.,57ab4d7c0bc09a30,Zach Makovsky,20-8-0
"Feb 21, 1988","5' 11""","76""",2.55,2.99,Orthodox,51%,46%,0.6,38%,2.35,63%,170 lbs.,57b10fca4f9c9a7a,Alex Oliveira,22-12-1 (2 NC)
"Oct 14, 1985","5' 11""","70""",0.76,1.81,Southpaw,63%,65%,0.7,50%,0.71,50%,155 lbs.,57bad6a84230f0c9,Tony Sims,12-4-0
"Mar 12, 1984","5' 5""","63""",4.58,1.89,Orthodox,53%,44%,0.0,25%,0.92,33%,135 lbs.,57bf89d42364d39e,Issei Tamura,10-8-0
"Aug 04, 1987","6' 3""",--,1.43,3.47,Switch,50%,69%,0.0,33%,0.58,58%,170 lbs.,5823ceab56741617,Jonathan Meunier,8-1-0
"Jun 06, 1988","5' 9""","72""",5.96,5.55,Orthodox,45%,51%,0.7,41%,0.73,71%,145 lbs.,583ee11abddfc581,Nate Landwehr,18-8-0
"Jun 21, 1984","6' 0""","74""",4.18,2.50,Orthodox,48%,49%,1.4,35%,0.85,56%,170 lbs.,5866fc86183a9fb8,Erick Silva,19-9-0 (1 NC)
"Jun 04, 1997","5' 9""","70""",3.71,4.15,Orthodox,45%,51%,1.6,0%,0.00,60%,155 lbs.,5870c541798124ae,Manoel Sousa,14-1-0
--,"6' 0""",--,0.00,0.00,,0%,0%,0.0,0%,0.00,0%,215 lbs.,5898357a45a73674,Sione Latu,1-0-0
"Mar 02, 1993","6' 3""","77""",3.03,4.53,Orthodox,54%,53%,1.1,33%,0.18,46%,170 lbs.,58bbef3770bb2dfc,Joel Alvarez,23-4-0
"Nov 12, 1980","5' 10""","72""",2.38,2.07,Orthodox,61%,67%,3.6,11%,2.07,50%,155 lbs.,58bc81376286b3d3,Per Eklund,14-5-1
"Jul 12, 1990","5' 10""","73""",2.80,1.41,Orthodox,25%,51%,0.0,30%,2.82,0%,155 lbs.,5904b0b38dc6718d,Cody Pfister,13-6-1
"Apr 30, 1987","5' 10""","70""",4.53,4.06,Orthodox,40%,61%,0.2,18%,0.63,74%,155 lbs.,59279a7c978f7da0,Al Iaquinta,14-7-1
"Aug 02, 1977","6' 1""","77""",3.13,3.37,Open Stance,39%,58%,1.0,25%,0.52,71%,205 lbs.,59583ff832fe9d68,Krzysztof Soszynski,26-12-1
"Oct 06, 1993","6' 1""","73""",4.32,4.28,Orthodox,51%,50%,0.6,52%,1.11,75%,185 lbs.,595db60957de51d3,Michel Pereira,32-15-0 (2 NC)
"Apr 10, 1995","5' 8""","69""",3.43,4.61,Orthodox,41%,60%,0.0,23%,1.47,54%,155 lbs.,597499ac7a5aac62,Abdul-Kareem Al-Selwady,16-4-0
"Jan 23, 1961","6' 1""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,210 lbs.,597db668b01c442c,Marco Ruas,9-4-2
"Aug 31, 1992","5' 6""","69""",3.90,3.03,Orthodox,42%,61%,0.3,41%,4.49,76%,135 lbs.,5987b2458f4b5290,Ricky Simon,22-7-1
--,"6' 4""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,275 lbs.,598a58db87b890ee,Kevin Rosier,2-6-0
"Sep 27, 1994","6' 1""","71""",5.80,1.70,Orthodox,31%,42%,1.5,33%,3.00,0%,155 lbs.,59a27d2e6d0802ac,Max Rohskopf,5-1-0
--,"6' 0""",--,6.45,0.00,Orthodox,0%,35%,0.0,0%,0.00,50%,170 lbs.,59aaf2730b84698a,Jesse Sanders,23-7-0
"Nov 30, 2001","5' 9""","71""",2.14,2.92,Orthodox,51%,43%,0.7,22%,1.72,83%,125 lbs.,59c438c81fbf3ece,Tereza Bleda,7-2-0
"Jul 18, 1985","6' 2""",--,4.35,1.20,Orthodox,33%,38%,1.1,0%,0.00,50%,220 lbs.,5a558ba1ff5e9121,Darrill Schoonover,14-8-0
"Apr 25, 1985","5' 9""",--,3.23,0.81,Orthodox,33%,38%,0.0,75%,9.09,0%,170 lbs.,5a6e4d2f0c76a242,Manuel Rodriguez,11-5-0
"Apr 25, 1981","6' 0""","78""",2.49,1.94,Orthodox,33%,58%,0.0,100%,1.94,60%,185 lbs.,5abf827d62f98fee,Clifford Starks,13-3-0
"Jan 06, 1985","5' 4""","65""",3.04,1.83,Southpaw,29%,55%,0.6,42%,5.15,47%,125 lbs.,5aedf14771ca82d2,Wilson Reis,23-10-0
--,"6' 0""",--,0.00,0.00,,0%,0%,0.0,0%,0.00,0%,200 lbs.,5af480a3b2e1726b,David Hood,1-3-0
"Oct 26, 1995","5' 8""","69""",4.51,4.02,Orthodox,50%,53%,0.3,46%,2.06,83%,145 lbs.,5b03b61f9d90125e,Morgan Charriere,21-12-1
"Mar 04, 1987","5' 4""","68""",4.04,3.12,Orthodox,42%,55%,0.5,22%,1.62,28%,135 lbs.,5b2325cd70dbe2ea,Talita Bernardo,6-4-0
"Nov 01, 1982","6' 2""","73""",3.59,2.08,Southpaw,45%,54%,1.4,24%,2.74,50%,185 lbs.,5b2d7906aa894274,Mike Massenzio,13-9-0
"Dec 30, 1984","6' 2""","76""",3.77,2.83,Orthodox,50%,50%,1.0,45%,1.20,71%,170 lbs.,5b407acfe0ef9b76,Nick Osipczak,6-3-0
"Dec 30, 1997","5' 7""","72""",4.47,3.47,Orthodox,43%,62%,0.0,0%,0.00,100%,145 lbs.,5b43d68174b6e2ab,Losene Keita,16-2-0
"Aug 28, 1984","5' 9""","71""",2.17,3.80,Southpaw,41%,62%,0.9,48%,2.53,63%,170 lbs.,5b5307450405abf0,Rick Story,19-9-0
"Jul 30, 1974","6' 1""",--,2.89,0.70,Orthodox,43%,49%,0.0,0%,0.00,0%,220 lbs.,5b5b9c6f6f270369,Kristof Midoux,6-10-0
"Feb 22, 1995","5' 7""","72""",3.48,3.76,Southpaw,53%,53%,0.0,51%,1.37,76%,155 lbs.,5b86d491d63890c5,Ludovit Klein,24-5-1
"Feb 21, 1994","5' 7""","68""",2.81,4.83,Orthodox,41%,61%,0.7,16%,0.36,81%,155 lbs.,5b8ba8f5512893b1,Matt Sayles,8-4-0
"Jul 29, 1976","6' 0""","75""",1.89,1.66,Orthodox,32%,61%,1.0,60%,4.05,66%,170 lbs.,5bb0a618ad03ac64,Jay Hieron,23-7-0
"Jun 02, 1969","5' 11""",--,4.67,0.93,Orthodox,70%,28%,2.0,0%,0.00,40%,205 lbs.,5bd533d50c8e7b8a,Chris Haseman,20-17-0
"Jun 03, 1975","6' 3""","75""",1.84,3.21,Orthodox,58%,50%,2.4,36%,1.35,28%,185 lbs.,5be86bb2f78fef2f,Jason Lambert,26-13-0
"Dec 31, 1991","5' 11""","71""",4.40,3.63,Orthodox,53%,50%,0.5,66%,0.36,72%,145 lbs.,5bf31a46becc1204,Michael Trizano,11-3-0
"Feb 13, 1995","5' 8""","69""",4.13,2.00,Orthodox,26%,56%,0.0,0%,0.00,66%,145 lbs.,5c10da56d712ac9c,Khusein Askhabov,23-1-0
"Dec 15, 1988","5' 8""","67""",2.80,2.90,Orthodox,58%,54%,0.0,57%,0.85,76%,125 lbs.,5c126c6aac3ef364,Poliana Botelho,8-5-0
"Apr 14, 1980","6' 1""","74""",3.62,2.71,Orthodox,53%,49%,0.1,40%,0.60,63%,205 lbs.,5c1ca0c72b599a3c,Rafael Cavalcante,12-7-0 (1 NC)
"Oct 10, 1989","5' 10""",--,5.26,0.79,Orthodox,50%,23%,0.0,0%,0.00,0%,155 lbs.,5c2ce761399dc9c5,Marcin Bandel,15-7-0
"Mar 30, 1990","5' 7""","66""",2.64,3.80,Orthodox,47%,63%,0.2,42%,0.98,80%,125 lbs.,5c637af9472ae7cc,Jamey-Lyn Horth,9-3-0
"Sep 17, 1997","5' 9""","69""",3.57,3.97,Orthodox,37%,58%,0.0,0%,0.00,62%,135 lbs.,5c84f673b7bb7c15,Cameron Smotherman,12-7-0
"Jan 01, 1964","6' 2""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,230 lbs.,5ca158b1cc9cb242,Jason Godsey,16-16-0
"May 03, 1983","6' 3""","75""",1.98,1.64,Southpaw,44%,56%,1.4,50%,0.93,50%,185 lbs.,5cafbc97dba2e797,Robert McDaniel,28-10-0
"Sep 11, 2000","5' 7""","70""",3.80,3.75,Orthodox,39%,41%,0.5,0%,0.00,20%,125 lbs.,5cdf5339728f580d,Felipe dos Santos,8-3-0 (1 NC)
"Nov 14, 1993","5' 5""","68""",3.88,4.68,Southpaw,55%,57%,0.2,30%,0.36,78%,125 lbs.,5d1b7e3dd9e11074,Manel Kape,23-7-0
"Mar 03, 1999","5' 9""","72""",3.45,3.19,Orthodox,34%,55%,0.5,47%,2.71,88%,155 lbs.,5d495dec23d7c68e,Francis Marshall,10-3-0
"Aug 10, 1983","6' 2""","76""",2.58,2.65,Orthodox,47%,54%,1.2,54%,3.55,62%,185 lbs.,5d7bdab5e03e3216,CB Dollaway,17-9-0
"Feb 06, 1974","5' 8""",--,1.90,0.81,Orthodox,33%,48%,0.0,100%,1.36,0%,170 lbs.,5d7c18191b8aa432,Zach Light,9-11-0
"May 03, 2002","5' 10""","69""",2.20,1.40,,44%,42%,0.0,80%,4.00,33%,145 lbs.,5d8006587d6a6711,Isaac Thomson,9-3-0
"Apr 03, 1988","5' 10""","73""",3.30,2.62,Orthodox,56%,35%,0.4,40%,1.78,48%,205 lbs.,5da33b8fbfa5ee95,William Knight,11-5-0
"Jun 10, 1995","5' 5""","67""",3.77,4.89,Orthodox,53%,66%,0.5,37%,0.74,65%,115 lbs.,5dd180c8b3196786,Gloria de Paula,6-5-0
"Aug 30, 1981","5' 7""","72""",4.32,1.77,Orthodox,43%,49%,0.0,33%,0.43,13%,135 lbs.,5df17b3620145578,Cole Escovedo,17-9-0
"Jul 16, 1977","5' 3""",--,7.42,3.31,Orthodox,39%,41%,0.0,10%,0.75,80%,135 lbs.,5dfe71ade71f3a4b,Rosi Sexton,13-5-0
"Sep 22, 1989","6' 3""","79""",2.22,4.43,Orthodox,46%,59%,0.0,50%,4.89,83%,205 lbs.,5e4eec08896c9423,Corey Anderson,14-5-0
"Aug 12, 1988","5' 6""","68""",2.48,2.20,Orthodox,46%,52%,0.6,42%,2.48,50%,135 lbs.,5e6294b37bbef029,Stephanie Egger,8-5-0
"Dec 22, 1984","5' 10""","73""",5.98,2.91,Orthodox,29%,48%,0.0,0%,0.00,36%,155 lbs.,5e84a859c6a82288,Michel Quinones,8-3-0
"Apr 24, 1998","5' 8""","67""",2.40,4.69,Orthodox,44%,69%,0.0,50%,1.75,71%,125 lbs.,5e9ca8dd7d783a75,Alden Coria,12-3-0 (1 NC)
"Feb 07, 1991","5' 5""","64""",2.82,1.44,Orthodox,21%,48%,0.0,16%,0.66,58%,125 lbs.,5ea918ea81b7dee2,Yao Zhikui,2-4-0
"May 02, 1993","5' 10""","73""",6.19,5.60,Switch,45%,47%,0.5,50%,0.71,50%,155 lbs.,5eb50529a8418b77,Gabe Green,12-5-0
"Dec 17, 1997","5' 7""","71""",2.94,3.90,Orthodox,50%,56%,1.1,40%,1.81,67%,145 lbs.,5ec591b78349ba7e,Christian Rodriguez,13-4-0
"Aug 23, 1977","5' 11""","71""",1.50,1.39,Southpaw,46%,55%,2.0,34%,2.67,43%,170 lbs.,5eedbf1e9601be35,Brock Larson,42-10-0
"Aug 04, 1984","5' 8""","68""",3.61,2.53,Orthodox,34%,54%,0.8,25%,2.57,80%,135 lbs.,5ef0088c1b19beeb,Bryan Caraway,21-9-0
"Jan 27, 1996","5' 7""","71""",4.71,3.76,Orthodox,46%,46%,1.4,0%,0.00,47%,125 lbs.,5ef94841c4bc3f86,Edgar Chairez,14-6-0 (1 NC)
"Sep 30, 1976","5' 9""","73""",2.34,2.91,Southpaw,42%,66%,0.7,53%,0.76,69%,155 lbs.,5f04e3d58d9ce982,Yves Edwards,42-22-1 (1 NC)
"May 05, 1987","5' 7""","67""",4.00,4.29,Orthodox,39%,55%,0.5,31%,0.39,39%,125 lbs.,5f179af5fffeb9f6,Cortney Casey,10-10-0
"Jun 17, 1977","6' 0""",--,2.44,0.78,Orthodox,15%,60%,0.4,80%,1.74,55%,185 lbs.,5f2f0da6fd6a84fd,Andrei Semenov,34-9-2
"Nov 07, 1986","5' 10""","70""",2.54,2.15,Orthodox,44%,52%,0.9,48%,6.90,100%,170 lbs.,5f3805dda9661cba,Jason Witt,19-9-0
"Apr 27, 1987","5' 9""","71""",8.09,1.99,Switch,40%,51%,0.0,0%,0.00,0%,135 lbs.,5f3da9a9610d8969,Cameron Else,10-6-0
"Nov 26, 1974","5' 11""",--,0.85,0.21,Orthodox,20%,50%,0.0,0%,0.00,0%,185 lbs.,5f6038bcdb95e3e4,John Kolosci,15-9-0
"Jun 12, 1991","6' 0""","73""",2.99,2.75,Switch,49%,51%,1.2,52%,3.13,86%,185 lbs.,5f61780fe5e9b6d0,Andre Petroski,13-6-0
"Jan 21, 1988","5' 8""","75""",4.87,4.28,Southpaw,40%,51%,0.1,75%,0.36,72%,145 lbs.,5f6f049d54728e88,Andre Ewell,17-9-0
"Jan 13, 1979","5' 6""","70""",2.67,3.87,Orthodox,32%,65%,0.3,32%,0.87,65%,145 lbs.,5f87a5c00b3d17ed,Dennis Siver,23-11-0 (1 NC)
"Jun 11, 1985","5' 8""","72""",2.98,2.88,Switch,38%,57%,0.2,41%,2.04,60%,155 lbs.,5f99b2bafb10305f,Daron Cruickshank,18-10-0 (1 NC)
"Dec 18, 1991","5' 6""","71""",5.07,4.95,Switch,51%,54%,0.1,37%,1.49,75%,135 lbs.,5fa2974cbd18e05c,John Castaneda,21-8-1
"Jul 25, 1982","5' 9""","69""",2.31,1.91,Orthodox,54%,58%,0.5,46%,2.97,33%,145 lbs.,5fceb45939fc0c8a,Tom Niinimaki,22-8-1
"Jul 12, 1977","6' 4""","81""",2.68,2.47,Orthodox,57%,48%,0.0,47%,2.20,66%,265 lbs.,60029bcf496bd707,Soa Palelei,22-5-0
"Jul 12, 1972","5' 11""",--,0.00,0.00,Southpaw,0%,0%,0.0,0%,0.00,0%,185 lbs.,6014d25e73b669c9,Keiichiro Yamamiya,45-35-10
"Mar 16, 1989","5' 8""","68""",3.65,2.95,Orthodox,27%,57%,0.3,37%,1.91,85%,135 lbs.,60193e707634e560,Montse Rendon,7-2-0
"Sep 28, 1991","5' 5""","69""",4.47,3.82,Orthodox,48%,44%,0.3,41%,5.40,52%,135 lbs.,601964f9654f911a,Tony Gravely,23-9-0
--,"5' 9""",--,0.00,0.00,,0%,0%,0.0,0%,0.00,0%,160 lbs.,601cf40c09090853,Josh Stuart,1-4-0
"Jun 12, 1995","5' 8""","72""",3.83,4.75,Orthodox,43%,58%,0.3,47%,2.82,75%,135 lbs.,60425d07ef4b91a7,Kyler Phillips,12-5-0
"Jul 30, 1984","5' 11""",--,2.69,1.39,Orthodox,24%,62%,0.0,0%,0.00,37%,155 lbs.,6085ceb59087514b,Steve Lopez,13-6-1
"Feb 10, 1978","6' 3""",--,5.47,1.27,Southpaw,58%,31%,0.0,20%,1.91,0%,250 lbs.,60884f31ead1609c,Jonathan Wiezorek,11-2-0
"Aug 03, 1996","5' 7""","70""",4.16,3.80,Southpaw,43%,61%,1.1,11%,0.33,54%,135 lbs.,60a42bf82447c919,Jake Hadley,11-4-0
"Oct 14, 1988","5' 11""","74""",3.71,1.44,Orthodox,41%,50%,2.2,36%,1.97,16%,145 lbs.,60ba33c3f555a7a3,Josh Grispi,14-5-0
"Dec 04, 1975","6' 0""",--,1.87,0.97,Orthodox,27%,48%,0.5,0%,0.00,37%,170 lbs.,60c72f7459827881,Julio Paulino,23-5-0
"Jan 29, 1997","5' 6""","68""",7.00,7.07,,41%,33%,0.0,33%,1.00,100%,155 lbs.,6142edbd477d20c9,Dakota Hope,11-2-0
"Jul 01, 1989","6' 3""","73""",2.02,2.82,Orthodox,66%,50%,0.2,41%,1.14,41%,185 lbs.,61fb8098ccf81c7f,Antonio Arroyo,9-5-0
"Oct 13, 1973","5' 9""","73""",1.36,2.14,Switch,53%,53%,1.2,50%,2.95,35%,170 lbs.,621a6c59f88a44fe,Matt Hughes,45-9-0
"Jul 15, 1984",--,"70""",6.25,2.28,Orthodox,32%,44%,0.0,25%,1.01,33%,155 lbs.,6224e8d0a34264eb,Edward Faaloloto,2-5-0
"May 12, 1973","5' 11""","75""",2.42,0.41,Orthodox,32%,42%,0.7,24%,1.95,30%,185 lbs.,622f015c81a9b13a,Travis Lutter,10-6-0
"Feb 23, 1987","6' 3""","76""",3.31,4.13,Orthodox,39%,60%,0.7,33%,0.26,57%,155 lbs.,6256b2b1562cb8e1,James Vick,13-5-0
"Nov 19, 1974","6' 2""",--,0.17,2.50,Southpaw,71%,84%,2.5,85%,7.51,0%,227 lbs.,62918a2118de08b2,Tom Murphy,8-0-0
"Jul 10, 1975","6' 3""",--,2.77,0.61,Orthodox,62%,40%,0.9,40%,1.84,16%,235 lbs.,6291ac0a3726732f,Pete Williams,12-6-0
"Dec 28, 1992","6' 1""","74""",2.25,2.12,Switch,48%,49%,0.7,100%,0.66,55%,155 lbs.,62f7097c04311193,Niklas Stolze,12-6-0
"Apr 21, 1984","5' 11""","75""",1.59,2.47,Orthodox,42%,64%,0.2,37%,1.54,62%,155 lbs.,633a45d131192ffe,Kajan Johnson,23-13-1
"Jul 09, 1985","5' 8""","68""",2.25,7.28,Orthodox,52%,64%,0.4,55%,0.66,94%,145 lbs.,634bb0de2eb043b4,Cristiane Justino,21-2-0 (1 NC)
"Oct 17, 1981","5' 8""","69""",2.92,3.13,Southpaw,40%,55%,0.1,30%,0.87,76%,135 lbs.,634e2fb70bde3fd5,Holly Holm,15-7-0 (1 NC)
"Jul 14, 1988","6' 3""","73""",3.15,5.52,Orthodox,54%,54%,0.0,20%,0.14,53%,205 lbs.,6370c1c1e12723d5,Marcin Prachnio,17-9-0
"Jun 28, 1995","5' 9""","72""",6.78,2.56,Orthodox,33%,35%,0.5,5%,0.51,20%,145 lbs.,637bd06c32219f0b,Jacob Kilburn,8-4-0
"Jul 11, 1985","6' 2""","74""",3.63,2.70,Switch,42%,52%,0.7,66%,1.36,50%,170 lbs.,638cfec7ec559d6e,Brandon Thatch,11-5-0
"Feb 11, 1964","6' 1""","72""",4.30,1.47,Orthodox,46%,39%,2.5,60%,0.94,44%,205 lbs.,63b65af1c5cb02cb,Ken Shamrock,28-17-2
"Jan 30, 1984","6' 4""","77""",3.33,4.49,Orthodox,47%,56%,0.1,50%,0.30,81%,238 lbs.,63def5a5662a6917,Junior Dos Santos,21-9-0
"Nov 20, 1970","5' 9""",--,6.44,1.21,Orthodox,75%,20%,0.0,0%,0.00,0%,185 lbs.,63eedfcc73071d41,Lance Gibson,4-5-0
"Apr 27, 1995","5' 9""","72""",4.82,8.67,Orthodox,64%,63%,0.0,0%,0.00,0%,145 lbs.,640a0f838f057a81,Lerryan Douglas,14-5-0
"Dec 27, 1996","5' 11""","71""",2.25,0.96,Orthodox,60%,30%,2.4,0%,0.00,33%,145 lbs.,641ca2c2ed91b93c,Zygimantas Ramaska,9-3-0
"Mar 13, 1969","5' 11""",--,6.47,2.26,Southpaw,51%,44%,2.3,0%,0.00,66%,199 lbs.,6420efac0578988b,Yoshiki Takahashi,30-27-3 (1 NC)
"Feb 03, 1984","5' 9""","72""",2.48,1.79,Orthodox,35%,56%,0.7,28%,0.99,44%,145 lbs.,64360e618823a8e4,Phillipe Nover,11-8-1
"Sep 04, 1982","5' 11""",--,6.87,6.27,,49%,43%,0.0,20%,2.00,0%,155 lbs.,6448e57a9533b7e4,Abner Lloveras,20-9-1
"Oct 04, 1990","5' 5""","67""",1.99,1.97,Orthodox,37%,50%,0.2,38%,2.40,43%,135 lbs.,64788ee44b062ded,Michinori Tanaka,11-3-0
"Jul 10, 1985","5' 11""",--,3.34,1.06,Orthodox,30%,56%,0.8,0%,0.00,14%,170 lbs.,64959f90b6dd9759,Brock Jardine,12-6-0
"Jan 21, 1986","5' 11""","75""",4.68,4.14,Orthodox,44%,55%,0.1,50%,0.43,73%,155 lbs.,64a50dad704d1d49,Edson Barboza,24-14-0
"Nov 15, 1991","6' 2""","72""",4.57,2.53,Orthodox,49%,54%,0.0,37%,0.93,70%,205 lbs.,64ad3e3b0efa30bb,Ivan Erslan,15-6-0 (1 NC)
"Sep 13, 1997","6' 2""","74""",2.59,1.68,Orthodox,34%,44%,0.0,0%,0.00,44%,170 lbs.,64b12fe31be7560c,Eric Nolan,8-5-0
"Mar 28, 1988","6' 1""","74""",2.23,3.73,Orthodox,60%,44%,0.2,33%,0.20,53%,185 lbs.,64d47ef881a437a4,Cesar Almeida,7-3-0
"Nov 22, 1992","5' 11""","72""",3.31,4.42,Southpaw,53%,47%,0.1,51%,1.97,48%,170 lbs.,64facb6cc564262d,Punahele Soriano,13-4-0
"May 19, 1981","5' 11""","76""",1.40,3.78,Orthodox,53%,72%,1.1,74%,4.16,83%,185 lbs.,6506c1d34da9c013,Georges St-Pierre,26-2-0
"Oct 15, 1979","5' 6""","65""",2.21,1.34,Orthodox,39%,66%,0.7,33%,1.42,35%,125 lbs.,6546af7ab545b90c,Darren Uyenoyama,10-6-0
"Feb 18, 1988","5' 10""","73""",3.78,2.68,Orthodox,34%,54%,0.7,66%,0.96,64%,155 lbs.,654ae722109a0d31,Joe Duffy,16-5-0
"Jan 26, 1994","5' 6""","67""",4.40,4.05,Orthodox,41%,50%,0.3,38%,0.47,68%,125 lbs.,6551c64fbcd1a467,Ariane da Silva,17-11-0
"Jul 31, 1984","6' 0""","79""",3.85,3.23,Orthodox,48%,54%,0.1,38%,0.54,64%,185 lbs.,65578a75fa7900e3,Uriah Hall,18-11-0
"Jul 07, 1979","5' 11""","74""",3.54,2.72,Orthodox,52%,59%,0.2,0%,0.00,76%,235 lbs.,658c3465581ae46b,Pat Barry,8-7-0
"May 05, 1993","5' 7""","68""",1.76,1.78,Orthodox,40%,50%,1.8,47%,2.40,50%,125 lbs.,65adf3856c4d9256,Jafel Filho,17-5-0
"Jul 24, 1996","5' 7""","70""",6.50,5.48,Southpaw,43%,48%,0.0,11%,0.36,86%,135 lbs.,65cdf4ec31143d86,Vinicius Salvador,14-7-0
"Aug 25, 1994","5' 9""","71""",5.35,3.13,Orthodox,50%,42%,0.4,44%,1.65,66%,155 lbs.,65db4065e2bc107d,Darrius Flowers,13-8-1
"May 22, 1984","5' 11""","73""",3.20,2.23,Southpaw,36%,58%,0.3,48%,1.65,63%,170 lbs.,65ddc8a9ac4e8531,Keita Nakamura,34-10-2 (1 NC)
"Apr 20, 1992","5' 11""","70""",3.72,4.92,Switch,45%,55%,0.2,33%,1.14,57%,135 lbs.,65f09bacd3957381,Cory Sandhagen,18-7-0
"Dec 17, 1981","6' 0""",--,2.99,3.94,Orthodox,30%,67%,0.0,14%,0.90,0%,205 lbs.,663b76da637402c3,Victor Valimaki,18-10-0
"Dec 27, 1973","6' 1""",--,3.93,1.27,,48%,40%,0.0,10%,1.00,0%,205 lbs.,668222c99c5c311d,Matt Lucas,15-3-0
"May 04, 1999","5' 4""","66""",4.25,5.24,Orthodox,44%,58%,0.9,34%,1.96,78%,125 lbs.,669970f7feba8ecd,Erin Blanchfield,14-2-0
"Mar 06, 1965","5' 10""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,199 lbs.,669a3cb6e394f515,Royce Alger,3-2-0
"Feb 06, 1986","5' 11""","70""",3.00,2.20,Southpaw,49%,54%,2.1,18%,0.85,10%,155 lbs.,66ab58d0b3783607,Andrew Holbrook,12-3-0
"Nov 21, 1986","6' 0""","73""",3.56,2.67,Southpaw,43%,43%,0.4,27%,1.25,45%,155 lbs.,66e98b3bb5fc5250,Dan Moret,13-6-0
--,"5' 7""",--,0.00,0.00,Southpaw,0%,0%,0.0,0%,0.00,0%,170 lbs.,672ef06fd9f41f7d,Marcelo Mello,1-0-0
"Jun 22, 1983","5' 5""","64""",4.93,4.37,Orthodox,43%,56%,0.0,18%,0.39,85%,135 lbs.,673ea7dcc786b1b3,Bethe Correia,11-6-1
"Feb 10, 1990","6' 4""","78""",4.92,2.94,Orthodox,46%,45%,0.3,33%,1.06,83%,265 lbs.,6747ccd6d1acd266,Shamil Gaziev,14-3-0
"May 24, 1994","5' 10""","73""",3.04,3.41,Orthodox,44%,59%,0.3,0%,0.00,65%,145 lbs.,6751eacd16bd59bc,Josh Culibao,11-4-1
"Feb 16, 1985","6' 2""",--,1.49,2.20,Orthodox,54%,53%,2.1,100%,0.31,30%,185 lbs.,6776260cb0aef647,Logan Clark,18-6-0
"Jan 22, 1982","6' 1""","76""",2.26,3.29,Orthodox,38%,57%,0.4,60%,3.55,82%,205 lbs.,679a9054e2815943,Tomasz Drwal,21-5-1
"Mar 05, 1989","5' 6""",--,3.33,1.07,Orthodox,39%,43%,0.0,33%,0.50,37%,115 lbs.,67a992d4cff22466,Ericka Almeida,7-3-0
"Jan 15, 1990","5' 8""","70""",4.18,4.05,Orthodox,40%,54%,1.2,45%,0.59,43%,125 lbs.,67c1d46f4ed16f9e,Matt Schnell,17-11-0 (1 NC)
"Feb 27, 1987","6' 3""","77""",3.06,3.86,Orthodox,51%,57%,1.7,39%,4.15,76%,205 lbs.,67f272324a030d00,Misha Cirkunov,15-9-0
"Nov 01, 1979","6' 2""",--,6.95,0.50,Orthodox,62%,27%,0.0,0%,0.00,0%,205 lbs.,6803d4d6908354ac,Brad Morris,10-6-0
"Jul 13, 1982","6' 1""","73""",4.41,4.01,Orthodox,44%,50%,0.0,7%,0.15,43%,185 lbs.,6809c31286b08d97,Tom Watson,17-9-0
"Apr 25, 1993","6' 1""","71""",3.42,5.59,Southpaw,60%,56%,0.0,50%,0.34,55%,170 lbs.,681399317dbf4701,Uros Medic,13-3-0
"Jul 23, 1986","5' 7""",--,4.73,0.93,Orthodox,21%,36%,0.0,0%,0.00,71%,155 lbs.,683ea28a198936fe,Jay Cucciniello,8-1-0
"Feb 24, 1993","6' 1""","71""",2.20,1.80,Switch,39%,39%,0.5,30%,1.35,60%,170 lbs.,684d3aee255a3d09,Gadzhi Omargadzhiev,13-2-0
"Aug 10, 1971","5' 10""",--,1.12,1.26,Orthodox,54%,57%,0.8,56%,2.00,30%,205 lbs.,6859f67468ba8489,Kevin Randleman,17-16-0
"Dec 26, 1985","6' 6""","77""",2.52,1.44,Orthodox,79%,52%,0.8,28%,3.93,0%,205 lbs.,687c15b2eddfaa63,Danilo Marques,11-4-0
"Feb 14, 1978","5' 10""",--,5.75,2.19,Orthodox,28%,44%,0.0,0%,0.00,100%,185 lbs.,6888e31ce88f5b17,Steve Vigneault,12-6-0
